"run","variable"
"primary_202001_forest_FALSE","Q301R3"
"primary_202001_forest_FALSE","Q301R4"
"primary_202001_forest_FALSE","Q301R5"
"primary_202001_forest_FALSE","Q301R6"
"primary_202001_forest_FALSE","Q301R7"
"primary_202001_forest_FALSE","Q308R1"
"primary_202001_forest_FALSE","Q308R2"
"primary_202001_forest_FALSE","Q308R3"
"primary_202001_forest_FALSE","Q308R4"
"primary_202001_forest_FALSE","Q308R5"
"primary_202001_forest_FALSE","Q308R6"
"primary_202001_forest_FALSE","Q308R7"
"primary_202001_forest_FALSE","Q315"
"primary_202001_forest_FALSE","Q316R1"
"primary_202001_forest_FALSE","Q316R2"
"primary_202001_forest_FALSE","Q316R3"
"primary_202001_forest_FALSE","Q316R4"
"primary_202001_forest_FALSE","Q316R5"
"primary_202001_forest_FALSE","Q316R6"
"primary_202001_forest_FALSE","Q316R7"
"primary_202001_forest_FALSE","Q329R2"
"primary_202001_forest_FALSE","Q329R3"
"primary_202001_forest_FALSE","Q329R4"
"primary_202001_forest_FALSE","Q329R5"
"primary_202001_forest_FALSE","Q329R7"
"primary_202001_forest_FALSE","Q329R8"
"primary_202001_forest_FALSE","Q329R9"
"primary_202001_forest_FALSE","Q329R10"
"primary_202001_forest_FALSE","Q330"
"primary_202001_forest_FALSE","Q331"
"primary_202001_forest_FALSE","Q332"
"primary_202001_forest_FALSE","Q333"
"primary_202001_forest_FALSE","Q334"
"primary_202001_forest_FALSE","Q335"
"primary_202001_forest_FALSE","Q339"
"primary_202001_forest_FALSE","Q343R1"
"primary_202001_forest_FALSE","Q343R2"
"primary_202001_forest_FALSE","Q343R3"
"primary_202001_forest_FALSE","Q343R4"
"primary_202001_forest_FALSE","Q347"
"primary_202001_forest_FALSE","Q348"
"primary_202001_forest_FALSE","Q349"
"primary_202001_forest_FALSE","Q350"
"primary_202001_forest_FALSE","Q351"
"primary_202001_forest_FALSE","Q352"
"primary_202001_forest_FALSE","Q356"
"primary_202001_forest_FALSE","Q357"
"primary_202001_forest_FALSE","Q358"
"primary_202001_forest_FALSE","Q359R1"
"primary_202001_forest_FALSE","Q359R2"
"primary_202001_forest_FALSE","Q359R3"
"primary_202001_forest_FALSE","Q359R4"
"primary_202001_forest_FALSE","Q363"
"primary_202001_forest_FALSE","Q364"
"primary_202001_forest_FALSE","Q365"
"primary_202001_forest_FALSE","Q366R1"
"primary_202001_forest_FALSE","Q366R2"
"primary_202001_forest_FALSE","Q366R3"
"primary_202001_forest_FALSE","Q366R4"
"primary_202001_forest_FALSE","Q367"
"primary_202001_forest_FALSE","Q368"
"primary_202001_forest_FALSE","Q369"
"primary_202001_forest_FALSE","Q370"
"primary_202001_forest_FALSE","Q371"
"primary_202001_forest_FALSE","Q372"
"primary_202001_forest_FALSE","Q377"
"primary_202001_forest_FALSE","Q378"
"primary_202001_forest_FALSE","Q379"
"primary_202001_forest_FALSE","Q380"
"primary_202001_forest_FALSE","Q381_Q383R1"
"primary_202001_forest_FALSE","Q381_Q383R2"
"primary_202001_forest_FALSE","Q381_Q383R3"
"primary_202001_forest_FALSE","Q384R1"
"primary_202001_forest_FALSE","Q385"
"primary_202001_forest_FALSE","Q386_Q390R1"
"primary_202001_forest_FALSE","Q386_Q390R2"
"primary_202001_forest_FALSE","Q386_Q390R3"
"primary_202001_forest_FALSE","Q386_Q390R4"
"primary_202001_forest_FALSE","Q386_Q390R5"
"primary_202001_forest_FALSE","Q391_Q393R1"
"primary_202001_forest_FALSE","Q391_Q393R2"
"primary_202001_forest_FALSE","Q391_Q393R3"
"primary_202001_forest_FALSE","Q394"
"primary_202001_forest_FALSE","Q395"
"primary_202001_forest_FALSE","Q396_Q398R1"
"primary_202001_forest_FALSE","Q396_Q398R2"
"primary_202001_forest_FALSE","Q396_Q398R3"
"primary_202001_forest_FALSE","Q399"
"primary_202001_forest_FALSE","Q400"
"primary_202001_forest_FALSE","Q401_Q404R1"
"primary_202001_forest_FALSE","Q401_Q404R2"
"primary_202001_forest_FALSE","Q401_Q404R3"
"primary_202001_forest_FALSE","Q401_Q404R4"
"primary_202001_forest_FALSE","Q405"
"primary_202001_forest_FALSE","Q406"
"primary_202001_forest_FALSE","Q407R1"
"primary_202001_forest_FALSE","Q407R2"
"primary_202001_forest_FALSE","Q407R3"
"primary_202001_forest_FALSE","Q407R4"
"primary_202001_forest_FALSE","Q407R5"
"primary_202001_forest_FALSE","Q408"
"primary_202001_forest_FALSE","Q409"
"primary_202001_forest_FALSE","Q410"
"primary_202001_forest_FALSE","Q411_Q416R1"
"primary_202001_forest_FALSE","Q411_Q416R2"
"primary_202001_forest_FALSE","Q411_Q416R3"
"primary_202001_forest_FALSE","Q411_Q416R4"
"primary_202001_forest_FALSE","Q411_Q416R5"
"primary_202001_forest_FALSE","Q411_Q416R6"
"primary_202001_forest_FALSE","Q417_Q424R1"
"primary_202001_forest_FALSE","Q417_Q424R2"
"primary_202001_forest_FALSE","Q417_Q424R3"
"primary_202001_forest_FALSE","Q417_Q424R4"
"primary_202001_forest_FALSE","Q417_Q424R5"
"primary_202001_forest_FALSE","Q417_Q424R6"
"primary_202001_forest_FALSE","Q417_Q424R7"
"primary_202001_forest_FALSE","Q417_Q424R8"
"primary_202001_forest_FALSE","Q425"
"primary_202001_forest_FALSE","Q428R1"
"primary_202001_forest_FALSE","Q428R2"
"primary_202001_forest_FALSE","Q428R3"
"primary_202001_forest_FALSE","Q428R4"
"primary_202001_forest_FALSE","Q428R6"
"primary_202001_forest_FALSE","Q428R5"
"primary_202001_forest_FALSE","Q429_Q440R1"
"primary_202001_forest_FALSE","Q429_Q440R2"
"primary_202001_forest_FALSE","Q429_Q440R3"
"primary_202001_forest_FALSE","Q429_Q440R4"
"primary_202001_forest_FALSE","Q429_Q440R5"
"primary_202001_forest_FALSE","Q429_Q440R6"
"primary_202001_forest_FALSE","Q429_Q440R7"
"primary_202001_forest_FALSE","Q429_Q440R8"
"primary_202001_forest_FALSE","Q429_Q440R9"
"primary_202001_forest_FALSE","Q429_Q440R10"
"primary_202001_forest_FALSE","Q429_Q440R11"
"primary_202001_forest_FALSE","Q429_Q440R12"
"primary_202001_forest_FALSE","Q441_Q452R1"
"primary_202001_forest_FALSE","Q441_Q452R2"
"primary_202001_forest_FALSE","Q441_Q452R3"
"primary_202001_forest_FALSE","Q441_Q452R4"
"primary_202001_forest_FALSE","Q441_Q452R5"
"primary_202001_forest_FALSE","Q441_Q452R6"
"primary_202001_forest_FALSE","Q441_Q452R7"
"primary_202001_forest_FALSE","Q441_Q452R8"
"primary_202001_forest_FALSE","Q441_Q452R9"
"primary_202001_forest_FALSE","Q441_Q452R10"
"primary_202001_forest_FALSE","Q441_Q452R11"
"primary_202001_forest_FALSE","Q441_Q452R12"
"primary_202001_forest_FALSE","Q453"
"primary_202001_forest_FALSE","Q454"
"primary_202001_forest_FALSE","Q455"
"primary_202001_forest_FALSE","Q456_Q461R1"
"primary_202001_forest_FALSE","Q456_Q461R2"
"primary_202001_forest_FALSE","Q456_Q461R3"
"primary_202001_forest_FALSE","Q456_Q461R4"
"primary_202001_forest_FALSE","Q456_Q461R5"
"primary_202001_forest_FALSE","Q456_Q461R6"
"primary_202001_forest_FALSE","Q462"
"primary_202001_forest_FALSE","Q463"
"primary_202001_forest_FALSE","Q466"
"primary_202001_forest_FALSE","Q467_Q469R1"
"primary_202001_forest_FALSE","Q467_Q469R2"
"primary_202001_forest_FALSE","Q467_Q469R3"
"primary_202001_forest_FALSE","Q470"
"primary_202001_forest_FALSE","Q471R6"
"primary_202001_forest_FALSE","Q471R7"
"primary_202001_forest_FALSE","Q471R8"
"primary_202001_forest_FALSE","Q471R9"
"primary_202001_forest_FALSE","Q472_Q474R1"
"primary_202001_forest_FALSE","Q472_Q474R2"
"primary_202001_forest_FALSE","Q472_Q474R3"
"primary_202001_forest_FALSE","Q475R1"
"primary_202001_forest_FALSE","Q475R2"
"primary_202001_forest_FALSE","Q475R3"
"primary_202001_forest_FALSE","Q475R4"
"primary_202001_forest_FALSE","Q475R5"
"primary_202001_forest_FALSE","Q475R6"
"primary_202001_forest_FALSE","Q475R7"
"primary_202001_forest_FALSE","Q476"
"primary_202001_forest_FALSE","Q477"
"primary_202001_forest_FALSE","Q478_Q483R1"
"primary_202001_forest_FALSE","Q478_Q483R2"
"primary_202001_forest_FALSE","Q478_Q483R3"
"primary_202001_forest_FALSE","Q478_Q483R4"
"primary_202001_forest_FALSE","Q478_Q483R5"
"primary_202001_forest_FALSE","Q478_Q483R6"
"primary_202001_forest_FALSE","Q484"
"primary_202001_forest_FALSE","Q485"
"primary_202001_forest_FALSE","Q486"
"primary_202001_forest_FALSE","Q487_Q489R1"
"primary_202001_forest_FALSE","Q487_Q489R2"
"primary_202001_forest_FALSE","Q487_Q489R3"
"primary_202001_forest_FALSE","Q490R1"
"primary_202001_forest_FALSE","Q490R2"
"primary_202001_forest_FALSE","Q490R3"
"primary_202001_forest_FALSE","Q490R4"
"primary_202001_forest_FALSE","Q490R5"
"primary_202001_forest_FALSE","Q490R6"
"primary_202001_forest_FALSE","Q490R7"
"primary_202001_forest_FALSE","Q490R8"
"primary_202001_forest_FALSE","Q491A"
"primary_202001_forest_FALSE","Q491R1"
"primary_202001_forest_FALSE","Q491R2"
"primary_202001_forest_FALSE","Q491R3"
"primary_202001_forest_FALSE","Q491R4"
"primary_202001_forest_FALSE","Q491R5"
"primary_202001_forest_FALSE","Q491R6"
"primary_202001_forest_FALSE","Q491R7"
"primary_202001_forest_FALSE","Q492"
"primary_202001_forest_FALSE","Q493"
"primary_202001_forest_FALSE","Q494_Q503R1"
"primary_202001_forest_FALSE","Q494_Q503R2"
"primary_202001_forest_FALSE","Q494_Q503R3"
"primary_202001_forest_FALSE","Q494_Q503R4"
"primary_202001_forest_FALSE","Q494_Q503R5"
"primary_202001_forest_FALSE","Q494_Q503R6"
"primary_202001_forest_FALSE","Q494_Q503R7"
"primary_202001_forest_FALSE","Q494_Q503R8"
"primary_202001_forest_FALSE","Q494_Q503R9"
"primary_202001_forest_FALSE","Q494_Q503R10"
"primary_202001_forest_FALSE","Q504R1"
"primary_202001_forest_FALSE","Q504R2"
"primary_202001_forest_FALSE","Q504R3"
"primary_202001_forest_FALSE","Q504R4"
"primary_202001_forest_FALSE","Q504R5"
"primary_202001_forest_FALSE","Q504R6"
"primary_202001_forest_FALSE","Q504R7"
"primary_202001_forest_FALSE","Q504R8"
"primary_202001_forest_FALSE","Q505_Q508R1"
"primary_202001_forest_FALSE","Q505_Q508R2"
"primary_202001_forest_FALSE","Q505_Q508R3"
"primary_202001_forest_FALSE","Q505_Q508R4"
"primary_202001_forest_FALSE","Q509_Q511R1"
"primary_202001_forest_FALSE","Q509_Q511R2"
"primary_202001_forest_FALSE","Q512R1"
"primary_202001_forest_FALSE","Q512R2"
"primary_202001_forest_FALSE","Q512R3"
"primary_202001_forest_FALSE","Q513_Q516R1"
"primary_202001_forest_FALSE","Q513_Q516R2"
"primary_202001_forest_FALSE","Q513_Q516R3"
"primary_202001_forest_FALSE","Q517"
"primary_202001_forest_FALSE","Q518"
"primary_202001_forest_FALSE","Q519"
"primary_202001_forest_FALSE","Q520"
"primary_202001_forest_FALSE","Q521_Q528R1"
"primary_202001_forest_FALSE","Q521_Q528R2"
"primary_202001_forest_FALSE","Q521_Q528R3"
"primary_202001_forest_FALSE","Q521_Q528R4"
"primary_202001_forest_FALSE","Q521_Q528R5"
"primary_202001_forest_FALSE","Q521_Q528R6"
"primary_202001_forest_FALSE","Q521_Q528R7"
"primary_202001_forest_FALSE","Q521_Q528R8"
"primary_202001_forest_FALSE","Q529"
"primary_202001_forest_FALSE","Q530"
"primary_202001_forest_FALSE","Q531"
"primary_202001_forest_FALSE","Q532"
"primary_202001_forest_FALSE","Q534R1"
"primary_202001_forest_FALSE","Q534R2"
"primary_202001_forest_FALSE","Q534R3"
"primary_202001_forest_FALSE","Q534R4"
"primary_202001_forest_FALSE","Q534R5"
"primary_202001_forest_FALSE","Q535_Q538R1"
"primary_202001_forest_FALSE","Q535_Q538R2"
"primary_202001_forest_FALSE","Q535_Q538R3"
"primary_202001_forest_FALSE","Q535_Q538R4"
"primary_202001_forest_FALSE","Q539R1"
"primary_202001_forest_FALSE","Q539R2"
"primary_202001_forest_FALSE","Q539R3"
"primary_202001_forest_FALSE","Q539R4"
"primary_202001_forest_FALSE","Q539R6"
"primary_202001_forest_FALSE","Q539R5"
"primary_202001_forest_FALSE","Q540R1"
"primary_202001_forest_FALSE","Q541"
"primary_202001_forest_FALSE","Q542"
"primary_202001_forest_FALSE","Q543"
"primary_202001_forest_FALSE","Q544"
"primary_202001_forest_FALSE","Q545R7"
"primary_202001_forest_FALSE","Q546R7"
"primary_202001_forest_FALSE","Q547R7"
"primary_202001_forest_FALSE","Q548R7"
"primary_202001_forest_FALSE","Q549R7"
"primary_202001_forest_FALSE","Q550R1"
"primary_202001_forest_FALSE","Q550R2"
"primary_202001_forest_FALSE","Q550R3"
"primary_202001_forest_FALSE","Q550R4"
"primary_202001_forest_FALSE","Q550R5"
"primary_202001_forest_FALSE","Q550R6"
"primary_202001_forest_FALSE","Q551_Q559R1"
"primary_202001_forest_FALSE","Q551_Q559R2"
"primary_202001_forest_FALSE","Q551_Q559R3"
"primary_202001_forest_FALSE","Q551_Q559R4"
"primary_202001_forest_FALSE","Q551_Q559R5"
"primary_202001_forest_FALSE","Q551_Q559R6"
"primary_202001_forest_FALSE","Q551_Q559R7"
"primary_202001_forest_FALSE","Q551_Q559R8"
"primary_202001_forest_FALSE","Q551_Q559R9"
"primary_202001_forest_FALSE","Q560R1"
"primary_202001_forest_FALSE","Q560R2"
"primary_202001_forest_FALSE","Q560R3"
"primary_202001_forest_FALSE","Q560R4"
"primary_202001_forest_FALSE","Q560R5"
"primary_202001_forest_FALSE","Q560R6"
"primary_202001_forest_FALSE","Q560R7"
"primary_202001_forest_FALSE","Q560R8"
"primary_202001_forest_FALSE","Q561"
"primary_202001_forest_FALSE","Q562"
"primary_202001_forest_FALSE","Q563_Q572R1"
"primary_202001_forest_FALSE","Q563_Q572R2"
"primary_202001_forest_FALSE","Q563_Q572R3"
"primary_202001_forest_FALSE","Q563_Q572R4"
"primary_202001_forest_FALSE","Q563_Q572R5"
"primary_202001_forest_FALSE","Q563_Q572R6"
"primary_202001_forest_FALSE","Q563_Q572R7"
"primary_202001_forest_FALSE","Q563_Q572R8"
"primary_202001_forest_FALSE","Q563_Q572R9"
"primary_202001_forest_FALSE","Q563_Q572R10"
"primary_202001_forest_FALSE","Q573"
"primary_202001_forest_FALSE","Q574"
"primary_202001_forest_FALSE","Q582"
"primary_202001_forest_FALSE","Q583"
"primary_202001_forest_FALSE","Q584"
"primary_202001_forest_FALSE","Q585_Q590R1"
"primary_202001_forest_FALSE","Q585_Q590R2"
"primary_202001_forest_FALSE","Q585_Q590R3"
"primary_202001_forest_FALSE","Q585_Q590R4"
"primary_202001_forest_FALSE","Q585_Q590R5"
"primary_202001_forest_FALSE","Q585_Q590R6"
"primary_202001_forest_FALSE","Q591_Q596R1"
"primary_202001_forest_FALSE","Q591_Q596R2"
"primary_202001_forest_FALSE","Q591_Q596R3"
"primary_202001_forest_FALSE","Q591_Q596R4"
"primary_202001_forest_FALSE","Q591_Q596R5"
"primary_202001_forest_FALSE","Q591_Q596R6"
"primary_202001_forest_FALSE","Q597_Q602R1"
"primary_202001_forest_FALSE","Q597_Q602R2"
"primary_202001_forest_FALSE","Q597_Q602R3"
"primary_202001_forest_FALSE","Q597_Q602R4"
"primary_202001_forest_FALSE","Q597_Q602R5"
"primary_202001_forest_FALSE","Q597_Q602R6"
"primary_202001_forest_FALSE","Q603R1"
"primary_202001_forest_FALSE","Q603R2"
"primary_202001_forest_FALSE","Q603R3"
"primary_202001_forest_FALSE","Q603R4"
"primary_202001_forest_FALSE","Q603R5"
"primary_202001_forest_FALSE","Q603R6"
"primary_202001_forest_FALSE","Q603R7"
"primary_202001_forest_FALSE","Q603R8"
"primary_202001_forest_FALSE","Q603R9"
"primary_202001_forest_FALSE","Q603R10"
"primary_202001_forest_FALSE","Q604_Q605R1"
"primary_202001_forest_FALSE","Q604_Q605R2"
"primary_202001_forest_FALSE","Q606R1"
"primary_202001_forest_FALSE","Q606R2"
"primary_202001_forest_FALSE","Q606R3"
"primary_202001_forest_FALSE","Q606R4"
"primary_202001_forest_FALSE","Q606R5"
"primary_202001_forest_FALSE","Q606R6"
"primary_202001_forest_FALSE","Q607_Q610R1"
"primary_202001_forest_FALSE","Q607_Q610R2"
"primary_202001_forest_FALSE","Q607_Q610R3"
"primary_202001_forest_FALSE","Q607_Q610R4"
"primary_202001_forest_FALSE","Q611"
"primary_202001_forest_FALSE","Q613"
"primary_202001_forest_FALSE","Q616_Q618R1"
"primary_202001_forest_FALSE","Q616_Q618R2"
"primary_202001_forest_FALSE","Q616_Q618R3"
"primary_202001_forest_FALSE","Q619_Q626R1"
"primary_202001_forest_FALSE","Q619_Q626R2"
"primary_202001_forest_FALSE","Q619_Q626R3"
"primary_202001_forest_FALSE","Q619_Q626R4"
"primary_202001_forest_FALSE","Q619_Q626R5"
"primary_202001_forest_FALSE","Q619_Q626R6"
"primary_202001_forest_FALSE","Q619_Q626R7"
"primary_202001_forest_FALSE","Q619_Q626R8"
"primary_202001_forest_FALSE","Q627"
"primary_202001_forest_FALSE","Q628"
"primary_202001_forest_FALSE","Q629R1"
"primary_202001_forest_FALSE","Q629R2"
"primary_202001_forest_FALSE","Q629R3"
"primary_202001_forest_FALSE","Q629R4"
"primary_202001_forest_FALSE","Q629R5"
"primary_202001_forest_FALSE","Q629R6"
"primary_202001_forest_FALSE","Q629R7"
"primary_202001_forest_FALSE","Q630_Q632R1"
"primary_202001_forest_FALSE","Q630_Q632R2"
"primary_202001_forest_FALSE","Q630_Q632R3"
"primary_202001_forest_FALSE","Q633"
"primary_202001_forest_FALSE","Q639"
"primary_202001_forest_FALSE","Q640_Q645R1"
"primary_202001_forest_FALSE","Q640_Q645R2"
"primary_202001_forest_FALSE","Q640_Q645R3"
"primary_202001_forest_FALSE","Q640_Q645R4"
"primary_202001_forest_FALSE","Q640_Q645R5"
"primary_202001_forest_FALSE","Q640_Q645R6"
"primary_202001_forest_FALSE","Q646_Q651R1"
"primary_202001_forest_FALSE","Q646_Q651R2"
"primary_202001_forest_FALSE","Q646_Q651R3"
"primary_202001_forest_FALSE","Q646_Q651R4"
"primary_202001_forest_FALSE","Q646_Q651R5"
"primary_202001_forest_FALSE","Q646_Q651R6"
"primary_202001_forest_FALSE","Q646_Q651R7"
"primary_202001_forest_FALSE","Q646_Q651R8"
"primary_202001_forest_FALSE","Q646_Q651R9"
"primary_202001_forest_FALSE","Q646_Q651R10"
"primary_202001_forest_FALSE","Q646_Q651R11"
"primary_202001_forest_FALSE","Q652_Q658R1"
"primary_202001_forest_FALSE","Q652_Q658R2"
"primary_202001_forest_FALSE","Q652_Q658R3"
"primary_202001_forest_FALSE","Q652_Q658R4"
"primary_202001_forest_FALSE","Q652_Q658R5"
"primary_202001_forest_FALSE","Q652_Q658R6"
"primary_202001_forest_FALSE","Q652_Q658R7"
"primary_202001_forest_FALSE","Q659R1"
"primary_202001_forest_FALSE","Q659R2"
"primary_202001_forest_FALSE","Q659R3"
"primary_202001_forest_FALSE","Q659R4"
"primary_202001_forest_FALSE","Q659R5"
"primary_202001_forest_FALSE","Q659R6"
"primary_202001_forest_FALSE","Q659R7"
"primary_202001_forest_FALSE","Q659R8"
"primary_202001_forest_FALSE","Q660"
"primary_202001_forest_FALSE","Q661"
"primary_202001_forest_FALSE","Q662R1"
"primary_202001_forest_FALSE","Q662R2"
"primary_202001_forest_FALSE","Q662R3"
"primary_202001_forest_FALSE","Q662R4"
"primary_202001_forest_FALSE","Q662R5"
"primary_202001_forest_FALSE","Q662R6"
"primary_202001_forest_FALSE","Q663_Q666R1"
"primary_202001_forest_FALSE","Q663_Q666R2"
"primary_202001_forest_FALSE","Q663_Q666R3"
"primary_202001_forest_FALSE","Q663_Q666R4"
"primary_202001_forest_FALSE","Q667_Q671R1"
"primary_202001_forest_FALSE","Q667_Q671R2"
"primary_202001_forest_FALSE","Q667_Q671R3"
"primary_202001_forest_FALSE","Q667_Q671R4"
"primary_202001_forest_FALSE","Q667_Q671R5"
"primary_202001_forest_FALSE","Q672"
"primary_202001_forest_FALSE","Q673"
"primary_202001_forest_FALSE","Q674R1"
"primary_202001_forest_FALSE","Q675"
"primary_202001_forest_FALSE","Q676_Q678R1"
"primary_202001_forest_FALSE","Q676_Q678R2"
"primary_202001_forest_FALSE","Q676_Q678R3"
"primary_202001_forest_FALSE","Q679_Q682R1"
"primary_202001_forest_FALSE","Q679_Q682R2"
"primary_202001_forest_FALSE","Q679_Q682R3"
"primary_202001_forest_FALSE","Q679_Q682R4"
"primary_202001_forest_FALSE","Q683"
"primary_202001_forest_FALSE","Q685"
"primary_202001_forest_FALSE","Q686"
"primary_202001_forest_FALSE","Q687"
"primary_202001_forest_FALSE","Q688"
"primary_202001_forest_FALSE","Q689"
"primary_202001_forest_FALSE","Q690"
"primary_202001_forest_FALSE","Q691"
"primary_202001_forest_FALSE","Q692"
"primary_202001_forest_FALSE","Q693_Q700R1"
"primary_202001_forest_FALSE","Q693_Q700R2"
"primary_202001_forest_FALSE","Q693_Q700R3"
"primary_202001_forest_FALSE","Q693_Q700R4"
"primary_202001_forest_FALSE","Q693_Q700R5"
"primary_202001_forest_FALSE","Q693_Q700R6"
"primary_202001_forest_FALSE","Q693_Q700R7"
"primary_202001_forest_FALSE","Q693_Q700R8"
"primary_202001_forest_FALSE","Q701_Q705R1"
"primary_202001_forest_FALSE","Q701_Q705R2"
"primary_202001_forest_FALSE","Q701_Q705R3"
"primary_202001_forest_FALSE","Q701_Q705R4"
"primary_202001_forest_FALSE","Q701_Q705R5"
"primary_202001_forest_FALSE","Q706_Q708R1"
"primary_202001_forest_FALSE","Q706_Q708R2"
"primary_202001_forest_FALSE","Q706_Q708R3"
"primary_202001_forest_FALSE","Q709_712R1"
"primary_202001_forest_FALSE","Q709_712R2"
"primary_202001_forest_FALSE","Q709_712R3"
"primary_202001_forest_FALSE","Q709_712R4"
"primary_202001_forest_FALSE","Q713"
"primary_202001_forest_FALSE","Q714"
"primary_202001_forest_FALSE","Q715_718R1"
"primary_202001_forest_FALSE","Q715_718R2"
"primary_202001_forest_FALSE","Q715_718R3"
"primary_202001_forest_FALSE","Q715_718R4"
"primary_202001_forest_FALSE","Q719"
"primary_202001_forest_FALSE","Q720_Q722R1"
"primary_202001_forest_FALSE","Q720_Q722R2"
"primary_202001_forest_FALSE","Q720_Q722R3"
"primary_202001_forest_FALSE","Q723_Q725R1"
"primary_202001_forest_FALSE","Q723_Q725R2"
"primary_202001_forest_FALSE","Q723_Q725R3"
"primary_202001_forest_FALSE","Q726"
"primary_202001_forest_FALSE","Q727_Q731R1"
"primary_202001_forest_FALSE","Q727_Q731R2"
"primary_202001_forest_FALSE","Q727_Q731R3"
"primary_202001_forest_FALSE","Q727_Q731R4"
"primary_202001_forest_FALSE","Q727_Q731R5"
"primary_202001_forest_FALSE","Q732_Q737R1"
"primary_202001_forest_FALSE","Q732_Q737R2"
"primary_202001_forest_FALSE","Q732_Q737R3"
"primary_202001_forest_FALSE","Q732_Q737R4"
"primary_202001_forest_FALSE","Q732_Q737R5"
"primary_202001_forest_FALSE","Q732_Q737R6"
"primary_202001_forest_FALSE","Q738_Q740R1"
"primary_202001_forest_FALSE","Q738_Q740R2"
"primary_202001_forest_FALSE","Q738_Q740R3"
"primary_202001_forest_FALSE","Q741"
"primary_202001_forest_FALSE","Q742"
"primary_202001_forest_FALSE","Q743"
"primary_202001_forest_FALSE","Q744"
"primary_202001_forest_FALSE","Q745"
"primary_202001_forest_FALSE","Q746A"
"primary_202001_forest_FALSE","Q746B"
"primary_202001_forest_FALSE","Q747"
"primary_202001_forest_FALSE","Q748"
"primary_202001_forest_FALSE","Q749"
"primary_202001_forest_FALSE","Q750R1"
"primary_202001_forest_FALSE","Q750R2"
"primary_202001_forest_FALSE","Q750R3"
"primary_202001_forest_FALSE","Q750R4"
"primary_202001_forest_FALSE","Q750R5"
"primary_202001_forest_FALSE","Q750R6"
"primary_202001_forest_FALSE","Q750R7"
"primary_202001_forest_FALSE","Q751R1"
"primary_202001_forest_FALSE","Q751R2"
"primary_202001_forest_FALSE","Q751R3"
"primary_202001_forest_FALSE","Q751R4"
"primary_202001_forest_FALSE","Q751R5"
"primary_202001_forest_FALSE","Q752"
"primary_202001_forest_FALSE","Q753"
"primary_202001_forest_FALSE","Q754_Q762R1C1"
"primary_202001_forest_FALSE","Q754_Q762R1C2"
"primary_202001_forest_FALSE","Q754_Q762R1C3"
"primary_202001_forest_FALSE","Q754_Q762R2C1"
"primary_202001_forest_FALSE","Q754_Q762R2C2"
"primary_202001_forest_FALSE","Q754_Q762R2C3"
"primary_202001_forest_FALSE","Q754_Q762R3C1"
"primary_202001_forest_FALSE","Q754_Q762R3C2"
"primary_202001_forest_FALSE","Q754_Q762R3C3"
"primary_202001_forest_FALSE","Q754_Q762R4C1"
"primary_202001_forest_FALSE","Q754_Q762R4C2"
"primary_202001_forest_FALSE","Q754_Q762R4C3"
"primary_202001_forest_FALSE","Q754_Q762R5C1"
"primary_202001_forest_FALSE","Q754_Q762R5C2"
"primary_202001_forest_FALSE","Q754_Q762R5C3"
"primary_202001_forest_FALSE","Q754_Q762R6C1"
"primary_202001_forest_FALSE","Q754_Q762R6C2"
"primary_202001_forest_FALSE","Q754_Q762R6C3"
"primary_202001_forest_FALSE","Q754_Q762R7C1"
"primary_202001_forest_FALSE","Q754_Q762R7C2"
"primary_202001_forest_FALSE","Q754_Q762R7C3"
"primary_202001_forest_FALSE","Q754_Q762R8C1"
"primary_202001_forest_FALSE","Q754_Q762R8C2"
"primary_202001_forest_FALSE","Q754_Q762R8C3"
"primary_202001_forest_FALSE","Q754_Q762R9C1"
"primary_202001_forest_FALSE","Q754_Q762R9C2"
"primary_202001_forest_FALSE","Q754_Q762R9C3"
"primary_202001_forest_FALSE","Q763_Q766R1"
"primary_202001_forest_FALSE","Q763_Q766R2"
"primary_202001_forest_FALSE","Q763_Q766R3"
"primary_202001_forest_FALSE","Q763_Q766R4"
"primary_202001_forest_FALSE","Q767_Q771R1"
"primary_202001_forest_FALSE","Q767_Q771R2"
"primary_202001_forest_FALSE","Q767_Q771R3"
"primary_202001_forest_FALSE","Q767_Q771R4"
"primary_202001_forest_FALSE","Q767_Q771R5"
"primary_202001_forest_FALSE","Q773"
"primary_202001_forest_FALSE","VQ773"
"primary_202001_forest_FALSE","Q774"
"primary_202001_forest_FALSE","VQ774"
"primary_202001_forest_FALSE","Q775"
"primary_202001_forest_FALSE","Q777"
"primary_202001_forest_FALSE","Q779"
"primary_202001_forest_FALSE","Q782"
"primary_202001_forest_FALSE","Q785"
"primary_202001_forest_FALSE","Q788"
"primary_202001_forest_FALSE","Q790"
"primary_202001_forest_FALSE","Q793R1"
"primary_202001_forest_FALSE","Q793R2"
"primary_202001_forest_FALSE","Q793R3"
"primary_202001_forest_FALSE","Q793R4"
"primary_202001_forest_FALSE","Q793R5"
"primary_202001_forest_FALSE","Q794R1"
"primary_202001_forest_FALSE","Q794R2"
"primary_202001_forest_FALSE","Q794R3"
"primary_202001_forest_FALSE","Q794R4"
"primary_202001_forest_FALSE","Q794R5"
"primary_202001_forest_FALSE","Q794R6"
"primary_202001_forest_FALSE","Q795"
"primary_202001_forest_FALSE","Q796R1"
"primary_202001_forest_FALSE","Q796R2"
"primary_202001_forest_FALSE","Q796R3"
"primary_202001_forest_FALSE","Q796R4"
"primary_202001_forest_FALSE","Q796R5"
