"run","item","variable","response","n","weight_sum","mean_shap","positive_share"
"withheld_202001_forest_FALSE","VQ774","VQ774","(011) 10 years",30,26.5304244756699,1.72608635828822e-05,0.37670189600532
"withheld_202001_forest_FALSE","VQ774","VQ774","(012) 11 years",12,8.7369659543038,0.000389204821381427,0.899970763797575
"withheld_202001_forest_FALSE","VQ774","VQ774","(013) 12 years",17,14.1932478249073,0.00146147427709697,0.904681599787691
"withheld_202001_forest_FALSE","VQ774","VQ774","(015) 14 years",10,9.846959888935,-0.000581445963913605,0.191115853675549
"withheld_202001_forest_FALSE","VQ774","VQ774","(016) 15 years",19,12.994297236204,0.00103549466049579,1
"withheld_202001_forest_FALSE","VQ774","VQ774","(017) 16 years",12,11.3795420825481,0.00058874732203836,0.929314668203091
"withheld_202001_forest_FALSE","VQ774","VQ774","(021) 20 years",17,13.3214833140369,-1.23649705318924e-05,0.340547981669388
"withheld_202001_forest_FALSE","VQ774","VQ774","(022) 21 years",13,14.0827399790288,0.00118312463132923,1
"withheld_202001_forest_FALSE","VQ774","VQ774","(023) 22 years",10,9.2969915270805,-0.000313063953033093,0.0551488615659529
"withheld_202001_forest_FALSE","VQ774","VQ774","(026) 25 years",16,13.0825409293172,0.00171664098205295,1
"withheld_202001_forest_FALSE","VQ774","VQ774","(031) 30 years",14,12.3933677822351,-0.000389063732408215,0.167153632495484
"withheld_202001_forest_FALSE","VQ774","VQ774","Not observed / routed",21,14.1619787216185,0.000497395809351904,0.835481029987325
"withheld_202001_forest_FALSE","Q775","Q775","(1) Yes, in my same state, but different city",202,163.27481354773,8.3439138142765e-06,0.513100293728055
"withheld_202001_forest_FALSE","Q775","Q775","(2) Yes, in a different state",167,126.320332840084,4.19073610922331e-05,0.522853429635539
"withheld_202001_forest_FALSE","Q775","Q775","(3) Yes, in a different country",37,31.2297082543369,0.000125352483918801,0.956481303288289
"withheld_202001_forest_FALSE","Q775","Q775","(4) No, have always lived here my entire life",115,91.8490794003006,-0.000106273863222307,0.156745426181602
"withheld_202001_forest_FALSE","Q777","Q777","(05) California",32,21.2422767579557,-0.000135169706114343,0.162438890339341
"withheld_202001_forest_FALSE","Q777","Q777","(33) New York",30,18.3690718561411,0.000194562509797145,0.663186804185515
"withheld_202001_forest_FALSE","Q777","Q777","(44) Texas",15,11.1103010177613,-4.01797847426736e-05,0.423285820079752
"withheld_202001_forest_FALSE","Q777","Q777","Not observed / routed",354,286.353601202367,-0.000171707900336665,0.00916895139292697
"withheld_202001_forest_FALSE","Q779","Q779","(01) Another country",44,41.5903469324109,-0.000239062681460005,0.0946767614624282
"withheld_202001_forest_FALSE","Q779","Q779","(04) Arizona",11,10.0700445771217,-0.000137874170911951,0.1143683060529
"withheld_202001_forest_FALSE","Q779","Q779","(06) California",70,56.2407829612496,-0.000248390979630777,0.0534864557530542
"withheld_202001_forest_FALSE","Q779","Q779","(11) Florida",19,12.3109025359152,-0.000104810820806876,0.329377196831163
"withheld_202001_forest_FALSE","Q779","Q779","(24) Michigan",12,8.9437058120964,-0.00136499746946082,0
"withheld_202001_forest_FALSE","Q779","Q779","(34) New York",52,34.3163342028856,5.79519170335694e-05,0.511267022093708
"withheld_202001_forest_FALSE","Q779","Q779","(45) Texas",58,45.1199100464584,0.000190131136133142,0.799727175905587
"withheld_202001_forest_FALSE","Q779","Q779","Not observed / routed",152,123.078787654638,-7.35570892264265e-05,0.22115207125453
"withheld_202001_forest_FALSE","Q782","Q782","(05) California",67,51.0731295198207,-1.61631347376047e-05,0.317671682922193
"withheld_202001_forest_FALSE","Q782","Q782","(23) Michigan",14,10.0075967460868,-2.87454728629124e-05,0.225894518109582
"withheld_202001_forest_FALSE","Q782","Q782","(33) New York",49,25.8674519062041,-0.000260186384565387,0.0694065010182814
"withheld_202001_forest_FALSE","Q782","Q782","(44) Texas",56,44.1969252675773,0.000429972735035445,0.933378262605733
"withheld_202001_forest_FALSE","Q782","Q782","Not observed / routed",218,195.061417877673,-2.31540381283593e-05,0.264068998513613
"withheld_202001_forest_FALSE","Q785","Q785","(1) Yes",35,36.3436983227728,0.000621428616899127,1
"withheld_202001_forest_FALSE","Q785","Q785","(2) No",85,84.0432537198059,-9.9131494457943e-05,0.295236908513833
"withheld_202001_forest_FALSE","Q785","Q785","Not observed / routed",401,292.286981999873,-3.61441299962029e-05,0.170869218648234
"withheld_202001_forest_FALSE","Q788","Q788","(05) California",17,19.0481480062005,-0.000154516944111829,0.448928485679055
"withheld_202001_forest_FALSE","Q788","Q788","(10) Florida",31,25.092374950647,0.00160969613078258,1
"withheld_202001_forest_FALSE","Q788","Q788","(33) New York",31,31.378033608198,-2.29857571818679e-06,0.565923669009388
"withheld_202001_forest_FALSE","Q788","Q788","Not observed / routed",401,292.286981999873,-0.000131855046104831,0.0134689267701509
"withheld_202001_forest_FALSE","Q790","Q790","(03) Arizona",18,15.3348641395567,-1.6966086479615e-05,0.305499113000399
"withheld_202001_forest_FALSE","Q790","Q790","(05) California",74,64.8299215286971,-0.000177068200159921,0.239237696105794
"withheld_202001_forest_FALSE","Q790","Q790","(10) Florida",49,33.2162000536919,0.00077667959222268,0.959152150783311
"withheld_202001_forest_FALSE","Q790","Q790","(14) Illinois",13,16.7637465298175,-0.000302003214424259,0.0359720785705989
"withheld_202001_forest_FALSE","Q790","Q790","(23) Michigan",11,8.6523690968751,-0.000246381313351018,0.257456253890328
"withheld_202001_forest_FALSE","Q790","Q790","(31) New Jersey",10,5.0045771449802,-0.000403369423411952,0
"withheld_202001_forest_FALSE","Q790","Q790","(33) New York",55,41.704294249415,-0.00041377262883136,0.061161809064542
"withheld_202001_forest_FALSE","Q790","Q790","(44) Texas",68,53.9194046705959,-1.02577147155094e-05,0.348746517932645
"withheld_202001_forest_FALSE","Q790","Q790","Not observed / routed",115,91.8490794003006,-0.000329610771708472,0.0412102834497959
"withheld_202001_forest_FALSE","Q793","Q793R1","(1) 1st",64,63.7172643840306,0.000414520141402426,0.612421906009426
"withheld_202001_forest_FALSE","Q793","Q793R1","(2) 2nd",28,28.8014220297336,0.00060248192213978,0.662380220226573
"withheld_202001_forest_FALSE","Q793","Q793R1","(3) 3rd",15,15.8332180976867,0.00133756842576793,1
"withheld_202001_forest_FALSE","Q793","Q793R1","(4) 4th",10,9.9798037409782,0.00446980335776317,1
"withheld_202001_forest_FALSE","Q793","Q793R1","Not observed / routed",403,293.940207898615,-0.000330580320869725,0.0293625845957621
"withheld_202001_forest_FALSE","Q793","Q793R2","(1) 1st",24,25.4522740542888,0.000730452079177323,0.774130014772354
"withheld_202001_forest_FALSE","Q793","Q793R2","(2) 2nd",23,20.2915671765802,0.00105436798238195,0.638361944650422
"withheld_202001_forest_FALSE","Q793","Q793R2","(3) 3rd",30,29.2889744341371,0.00112317363038863,0.661118021368759
"withheld_202001_forest_FALSE","Q793","Q793R2","(4) 4th",29,29.5275603830813,0.000242202280226441,0.637896472685687
"withheld_202001_forest_FALSE","Q793","Q793R2","(5) 5th",13,15.0727924704549,0.00199729744120513,0.925911770742817
"withheld_202001_forest_FALSE","Q793","Q793R2","Not observed / routed",402,293.040765523909,-0.000333675136710666,0.0263833662596066
"withheld_202001_forest_FALSE","Q793","Q793R3","(1) 1st",10,9.4402290284633,0.000683920510121155,0.536341451420538
"withheld_202001_forest_FALSE","Q793","Q793R3","(2) 2nd",51,54.5324127078052,0.00106358148483584,0.791052112138249
"withheld_202001_forest_FALSE","Q793","Q793R3","(3) 3rd",46,43.5887000858779,0.000669666090318545,0.61598372072714
"withheld_202001_forest_FALSE","Q793","Q793R3","Not observed / routed",401,292.286981999873,-0.000337911819912378,0.0238724909129871
"withheld_202001_forest_FALSE","Q793","Q793R4","(1) 1st",22,21.777184575796,0.00273985038790546,1
"withheld_202001_forest_FALSE","Q793","Q793R4","(2) 2nd",14,13.6113172173498,0.00102637791565659,0.609438542279961
"withheld_202001_forest_FALSE","Q793","Q793R4","(3) 3rd",14,17.52552947402,0.000297314441844798,0.670448277513267
"withheld_202001_forest_FALSE","Q793","Q793R4","(4) 4th",27,27.7313800454135,0.000594106260945816,0.485151379870316
"withheld_202001_forest_FALSE","Q793","Q793R4","(5) 5th",38,35.3554247021674,0.000380686645309804,0.785857619453272
"withheld_202001_forest_FALSE","Q793","Q793R4","Not observed / routed",406,296.673098027705,-0.000325013549961237,0.0319629678435103
"withheld_202001_forest_FALSE","Q793","Q793R5","(3) 3rd",15,14.150529950857,0.0016007362374733,0.831701067912007
"withheld_202001_forest_FALSE","Q793","Q793R5","(4) 4th",40,40.2241876125334,0.000672870505038585,0.827915907295316
"withheld_202001_forest_FALSE","Q793","Q793R5","(5) 5th",55,57.7556033432478,0.00100393558587539,0.608904138617999
"withheld_202001_forest_FALSE","Q793","Q793R5","Not observed / routed",407,297.393380224703,-0.000321963899178969,0.0343075386600189
"withheld_202001_forest_FALSE","Q794","Q794R1","(0) NO TO: No, I do not send money or remittances",123,103.591710746287,0.00111881205497043,0.741421829134473
"withheld_202001_forest_FALSE","Q794","Q794R1","(1) No, I do not send money or remittances",398,309.082223296164,-0.000411706717927737,0.0293608860104774
"withheld_202001_forest_FALSE","Q794","Q794R2","(0) NO TO: Yes, to my parents",479,370.222281634806,-9.64641497617687e-05,0.178709603189494
"withheld_202001_forest_FALSE","Q794","Q794R2","(1) Yes, to my parents",42,42.4516524076458,0.000573867053317805,0.46447677368452
"withheld_202001_forest_FALSE","Q794","Q794R3","(0) NO TO: Yes, to my children",507,403.950073748824,-7.27645975057687e-05,0.191004355021096
"withheld_202001_forest_FALSE","Q794","Q794R3","(1) Yes, to my children",14,8.7238602936268,0.00206808579876307,1
"withheld_202001_forest_FALSE","Q794","Q794R4","(0) NO TO: Yes, to my grandparents",510,403.579698294399,-4.20308972521742e-05,0.197416490538049
"withheld_202001_forest_FALSE","Q794","Q794R4","(1) Yes, to my grandparents",11,9.0942357480526,0.00061701104330408,0.682497801136197
"withheld_202001_forest_FALSE","Q794","Q794R5","(0) NO TO: Yes to other family members",459,359.391329616307,-0.000298048813893647,0.0939442489486142
"withheld_202001_forest_FALSE","Q794","Q794R5","(1) Yes to other family members",62,53.2826044261447,0.0017972955264119,0.97813039757727
"withheld_202001_forest_FALSE","Q794","Q794R6","(0) NO TO: Yes, to my friends",504,400.197460055349,-6.30311835527072e-05,0.183418479451345
"withheld_202001_forest_FALSE","Q794","Q794R6","(1) Yes, to my friends",17,12.4764739871025,0.00111196052917686,1
"withheld_202001_forest_FALSE","Q795","Q795","(1) I sent more in 2020 than in 2019",36,28.8522835373875,4.55875651349881e-05,0.506048748075839
"withheld_202001_forest_FALSE","Q795","Q795","(2) I sent roughly the same amount as in 2019",112,83.4843748360866,0.000279374033693718,0.756021703704782
"withheld_202001_forest_FALSE","Q795","Q795","(3) I sent less in 2020 than in 2019",32,24.1063065230844,-3.63728104221185e-05,0.257108649000576
"withheld_202001_forest_FALSE","Q795","Q795","(4) I no longer send remittances",327,267.038858443498,-0.000245963271304482,0.0614637197978568
"withheld_202001_forest_FALSE","Q795","Q795","Not observed / routed",14,9.1921107023954,0.00381818643373757,1
"withheld_202001_forest_FALSE","Q796","Q796R1","(0) NO TO: Loss of job/income",85,85.1289840638631,0.000536664777576435,0.962425671327124
"withheld_202001_forest_FALSE","Q796","Q796R1","(1) Loss of job/income",35,35.2579679787156,0.00143576294163504,0.896425749152503
"withheld_202001_forest_FALSE","Q796","Q796R1","Not observed / routed",401,292.286981999873,-0.000188565317865684,0.0133465957372272
"withheld_202001_forest_FALSE","Q796","Q796R2","(0) NO TO: Trouble paying basic monthly bills",91,86.1406238079065,0.000603059737319173,0.9541163300645
"withheld_202001_forest_FALSE","Q796","Q796R2","(1) Trouble paying basic monthly bills",29,34.2463282346722,0.00129531752569371,0.915376793800918
"withheld_202001_forest_FALSE","Q796","Q796R2","Not observed / routed",401,292.286981999873,-0.000188565317865684,0.0133465957372272
"withheld_202001_forest_FALSE","Q796","Q796R3","(0) NO TO: Lost their house or place they live",117,115.522761702537,0.000446113960006884,0.940700153410082
"withheld_202001_forest_FALSE","Q796","Q796R3","Not observed / routed",401,292.286981999873,-0.000188565317865684,0.0133465957372272
"withheld_202001_forest_FALSE","Q796","Q796R4","(0) NO TO: Health problems, sick with covid",77,75.7744644284243,0.000581540655190156,0.932584091792755
"withheld_202001_forest_FALSE","Q796","Q796R4","(1) Health problems, sick with covid",43,44.6124876141544,0.00117101471409928,0.960950895110104
"withheld_202001_forest_FALSE","Q796","Q796R4","Not observed / routed",401,292.286981999873,-0.000188565317865684,0.0133465957372272
"withheld_202001_forest_FALSE","Q796","Q796R5","(0) NO TO: I know someone back home who has died",77,75.777043014764,0.000981441142648544,0.951808391110102
"withheld_202001_forest_FALSE","Q796","Q796R5","(1) I know someone back home who has died",43,44.6099090278147,0.00049175405003673,0.928296997314897
"withheld_202001_forest_FALSE","Q796","Q796R5","Not observed / routed",401,292.286981999873,-0.000188565317865684,0.0133465957372272
"withheld_202001_forest_FALSE","Q797","Q797R1","(0) NO TO: White",353,292.653550654648,-7.39163234347022e-05,0.0634161261183914
"withheld_202001_forest_FALSE","Q797","Q797R1","(1) White",168,120.020383387804,0.000202310171392353,0.972601942465615
"withheld_202001_forest_FALSE","Q797","Q797R2","(0) NO TO: Hispanic or Latino",104,68.8631132245064,0.000413974118192852,0.980321198336763
"withheld_202001_forest_FALSE","Q797","Q797R2","(1) Hispanic or Latino",417,343.810820817945,-7.52101887961299e-05,0.197152150874855
"withheld_202001_forest_FALSE","Q797","Q797R3","(0) NO TO: Black or African American",499,399.426383972165,-4.41395000684754e-06,0.309618156262945
"withheld_202001_forest_FALSE","Q797","Q797R3","(1) Black or African American",22,13.2475500702858,0.000333081807286449,0.877245367321581
"withheld_202001_forest_FALSE","Q797","Q797R4","(0) NO TO: Asian American",518,410.89170309901,1.94958828970079e-06,0.324924500897366
"withheld_202001_forest_FALSE","Q797","Q797R5","(0) NO TO: American Indian/Native American",517,409.559169024227,6.19489833121424e-06,0.324558960951615
"withheld_202001_forest_FALSE","Q797","Q797R6","(0) NO TO: Arab, Middle Eastern or North African",519,411.738562718031,6.15041496174795e-06,0.326312989204622
"withheld_202001_forest_FALSE","Q797","Q797R7","(0) NO TO: Native Hawaiian",521,412.673934042451,6.42025001023432e-06,0.327839975669116
"withheld_202001_forest_FALSE","Q797","Q797R9","(0) NO TO: Other (Specify)",514,407.034726351497,-2.02394822494066e-05,0.318527625313325
"withheld_202001_forest_FALSE","Q797","Q797R10","(0) NO TO: Don",518,410.889816045759,4.91252691639214e-06,0.324921400544508
"withheld_202001_forest_FALSE","Q798","Q798R1","(0) NO TO: White",378,313.139667972921,-8.31202893010559e-05,0.14477013091969
"withheld_202001_forest_FALSE","Q798","Q798R1","(1) White",143,99.5342660695309,0.000269803276847174,0.856933117579416
"withheld_202001_forest_FALSE","Q798","Q798R2","(0) NO TO: Hispanic or Latino",104,68.0421747714278,0.000353861598976296,0.77586296579243
"withheld_202001_forest_FALSE","Q798","Q798R2","(1) Hispanic or Latino",417,344.631759271024,-6.74665081971299e-05,0.225852882233039
"withheld_202001_forest_FALSE","Q798","Q798R3","(0) NO TO: Black or African American",495,396.864900529382,6.3127262264295e-06,0.307203122620215
"withheld_202001_forest_FALSE","Q798","Q798R3","(1) Black or African American",26,15.809033513069,-0.000106198023676847,0.550909260160855
"withheld_202001_forest_FALSE","Q798","Q798R4","(0) NO TO: Asian American",519,410.619733154771,-3.61717004632208e-06,0.313120068005568
"withheld_202001_forest_FALSE","Q798","Q798R5","(0) NO TO: American Indian/Native American",509,405.286026775834,-9.12364324945148e-06,0.307125459949206
"withheld_202001_forest_FALSE","Q798","Q798R5","(1) American Indian/Native American",12,7.3879072666168,0.000612365086568594,0.832958786694945
"withheld_202001_forest_FALSE","Q798","Q798R6","(0) NO TO: Arab, Middle Eastern or North African",521,412.673934042451,2.00257705277594e-06,0.316539206578753
"withheld_202001_forest_FALSE","Q798","Q798R7","(0) NO TO: Native Hawaiian",521,412.673934042451,2.00257705277594e-06,0.316539206578753
"withheld_202001_forest_FALSE","Q798","Q798R8","(0) NO TO: Not Hawaiian, but other Pacific Islander",520,411.674132943151,1.10835399688554e-06,0.314879338255947
"withheld_202001_forest_FALSE","Q798","Q798R9","(0) NO TO: Other (Specify)",514,407.163990303872,-1.88022656724542e-05,0.307290278360751
"withheld_202001_forest_FALSE","Q798","Q798R10","(0) NO TO: Don",516,409.740044832227,2.77044811932848e-06,0.318805743556301
"withheld_202001_forest_FALSE","Q799","Q799R1C1","0",43,40.212806165218,-0.000782331820612688,0.114763299621907
"withheld_202001_forest_FALSE","Q799","Q799R1C1","1",14,13.9896218478678,-0.000599921910993154,0.341437620450092
"withheld_202001_forest_FALSE","Q799","Q799R1C1","10",10,7.1392684280873,0.0158421145761239,1
"withheld_202001_forest_FALSE","Q799","Q799R1C1","2",14,13.5765811204909,-0.00312208039588068,0.3258768433372
"withheld_202001_forest_FALSE","Q799","Q799R1C1","5",59,42.328219935298,-0.000523406135362888,0.0850222860848935
"withheld_202001_forest_FALSE","Q799","Q799R1C1","Not observed / routed",342,271.870356485246,-0.000390276712401082,0.158413363650246
"withheld_202001_forest_FALSE","Q799","Q799R2C1","0",96,80.1984145492316,0.000476564250727212,0.230990787231636
"withheld_202001_forest_FALSE","Q799","Q799R2C1","1",14,15.9372414797545,-0.0041036564868386,0.0797575041013045
"withheld_202001_forest_FALSE","Q799","Q799R2C1","Not observed / routed",389,301.808368235824,-0.000228522333998214,0.177962574566133
"withheld_202001_forest_FALSE","Q799","Q799R3C1","1",13,8.8198675364256,0.00146806100156096,0.913092324921532
"withheld_202001_forest_FALSE","Q799","Q799R3C1","10",96,91.7231248319145,-0.000641629707395677,0.114824648022301
"withheld_202001_forest_FALSE","Q799","Q799R3C1","2",18,13.3697101920843,-0.00351591565813084,0.496758310285506
"withheld_202001_forest_FALSE","Q799","Q799R3C1","4",10,6.6517157852651,-0.000539644281691776,0.526503606976606
"withheld_202001_forest_FALSE","Q799","Q799R3C1","5",61,43.0887760967017,-0.000490196921857647,0.115856321426506
"withheld_202001_forest_FALSE","Q799","Q799R3C1","8",11,8.963934779167,-0.000914840791815985,0.0641331759911715
"withheld_202001_forest_FALSE","Q799","Q799R3C1","Not observed / routed",278,211.628309413789,-0.000137451589100711,0.178147790491058
"withheld_202001_forest_FALSE","Q799","Q799R4C1","0",102,86.7589942663907,0.000306526739482004,0.213721024209963
"withheld_202001_forest_FALSE","Q799","Q799R4C1","1",10,10.8512194156647,-0.00479623209231953,0.350073963523592
"withheld_202001_forest_FALSE","Q799","Q799R4C1","Not observed / routed",404,312.026053026316,-0.000227954221651971,0.18105779996735
"withheld_202001_forest_FALSE","Q799","Q799R5C1","0",92,79.9521300345659,0.000443253218210414,0.208290199014552
"withheld_202001_forest_FALSE","Q799","Q799R5C1","1",17,16.2443399429321,-0.00280527818220267,0.291605139967447
"withheld_202001_forest_FALSE","Q799","Q799R5C1","Not observed / routed",397,307.028705969451,-0.000231981582004452,0.176381262570245
"withheld_202001_forest_FALSE","Q799","Q799R6C1","0",103,86.7388220578432,0.000373275262807539,0.225628974130762
"withheld_202001_forest_FALSE","Q799","Q799R6C1","1",10,11.0431327819824,-0.00457681019405381,0.361368719819669
"withheld_202001_forest_FALSE","Q799","Q799R6C1","Not observed / routed",408,314.891979202626,-0.000230087662272236,0.182799459083083
"withheld_202001_forest_FALSE","Q799","Q799R7C1","0",105,88.2718504220248,0.00026520232272518,0.221710447267782
"withheld_202001_forest_FALSE","Q799","Q799R7C1","Not observed / routed",409,315.345948711036,-0.000224039092938934,0.183975894453026
"withheld_202001_forest_FALSE","Q799","Q799R8C1","0",104,87.505336239934,0.000274917530790548,0.223652548280714
"withheld_202001_forest_FALSE","Q799","Q799R8C1","Not observed / routed",407,314.053470879791,-0.00022309217852638,0.184154835206404
"withheld_202001_forest_FALSE","Q800","Q800R1C1","0",41,32.1164602339266,-5.6481330461764e-05,0.370178573845704
"withheld_202001_forest_FALSE","Q800","Q800R1C1","1",20,18.400064468384,0.00130028620439632,0.527976320297861
"withheld_202001_forest_FALSE","Q800","Q800R1C1","10",11,6.3921498358248,0.00105792081921694,0.861390530991883
"withheld_202001_forest_FALSE","Q800","Q800R1C1","2",23,13.3272807896134,0.000380632014693801,0.629086390760707
"withheld_202001_forest_FALSE","Q800","Q800R1C1","4",10,10.2354632616042,0.000203357770668989,0.590691411585958
"withheld_202001_forest_FALSE","Q800","Q800R1C1","5",47,33.3702276647088,0.000258400340184408,0.441094693009301
"withheld_202001_forest_FALSE","Q800","Q800R1C1","Not observed / routed",333,272.410339400171,-0.000204877738270207,0.191010751729951
"withheld_202001_forest_FALSE","Q800","Q800R2C1","0",89,64.9069096595046,0.000204993191157666,0.4983022295995
"withheld_202001_forest_FALSE","Q800","Q800R2C1","1",14,10.7931110858918,0.00149543450567,0.605378949872952
"withheld_202001_forest_FALSE","Q800","Q800R2C1","2",13,11.2409966289996,0.000959258410888929,0.501960716879235
"withheld_202001_forest_FALSE","Q800","Q800R2C1","4",10,6.733039110899,-2.60483236129816e-06,0.247536811198274
"withheld_202001_forest_FALSE","Q800","Q800R2C1","Not observed / routed",380,308.058895930646,-0.000159637854921164,0.238365384150606
"withheld_202001_forest_FALSE","Q800","Q800R3C1","1",12,7.7421628385781,0.00182234805153332,0.732883191463186
"withheld_202001_forest_FALSE","Q800","Q800R3C1","10",103,85.3635851442812,-2.53270384511114e-06,0.507559482707638
"withheld_202001_forest_FALSE","Q800","Q800R3C1","2",19,14.349189043045,0.00103437218702173,0.631643537400539
"withheld_202001_forest_FALSE","Q800","Q800R3C1","3",18,14.0441808998586,0.00111170102371861,0.946327697612896
"withheld_202001_forest_FALSE","Q800","Q800R3C1","4",12,8.678197801113,-3.92982065125209e-05,0.540532741562492
"withheld_202001_forest_FALSE","Q800","Q800R3C1","5",56,40.5777038037775,-8.08829668434282e-05,0.332272969176409
"withheld_202001_forest_FALSE","Q800","Q800R3C1","6",11,9.5501092374323,8.88266564209949e-05,0.507893001749226
"withheld_202001_forest_FALSE","Q800","Q800R3C1","8",12,7.1475518047809,-0.000350573413059392,0.337379666464176
"withheld_202001_forest_FALSE","Q800","Q800R3C1","Not observed / routed",259,210.030712142586,-0.000242073256056382,0.105218323003595
"withheld_202001_forest_FALSE","Q800","Q800R4C1","0",104,74.0378029197451,0.000304590553785745,0.549201324605942
"withheld_202001_forest_FALSE","Q800","Q800R4C1","1",23,18.1339566111564,0.0013100584207764,0.602420953259359
"withheld_202001_forest_FALSE","Q800","Q800R4C1","Not observed / routed",394,320.50217451155,-0.000164766990983426,0.232730355068041
"withheld_202001_forest_FALSE","Q800","Q800R5C1","0",92,66.1208013445135,0.000261222421177472,0.539911788516081
"withheld_202001_forest_FALSE","Q800","Q800R5C1","1",34,23.7821936309336,0.00127678636748066,0.640914019384655
"withheld_202001_forest_FALSE","Q800","Q800R5C1","Not observed / routed",388,317.432945922016,-0.000167869491025877,0.23535889072144
"withheld_202001_forest_FALSE","Q800","Q800R6C1","0",109,78.0773199051614,0.000228407887894331,0.51140906481457
"withheld_202001_forest_FALSE","Q800","Q800R6C1","1",15,10.7335563898087,0.00226111392483691,0.866501926369128
"withheld_202001_forest_FALSE","Q800","Q800R6C1","Not observed / routed",396,322.555961862205,-0.000164192281624901,0.234499858474776
"withheld_202001_forest_FALSE","Q800","Q800R7C1","0",109,76.3250816315407,0.000235917504153109,0.517960455608384
"withheld_202001_forest_FALSE","Q800","Q800R7C1","1",15,12.9599689543248,0.00220700574159041,0.810643270481395
"withheld_202001_forest_FALSE","Q800","Q800R7C1","Not observed / routed",395,322.202186092733,-0.000164674285368416,0.233659344619538
"withheld_202001_forest_FALSE","Q800","Q800R8C1","0",112,78.8447031527753,0.000185557839619622,0.52195368599948
"withheld_202001_forest_FALSE","Q800","Q800R8C1","1",11,8.379814773798,0.00146252804295548,0.864486669878728
"withheld_202001_forest_FALSE","Q800","Q800R8C1","Not observed / routed",394,321.848410323261,-0.000166885103826764,0.232816982978656
"withheld_202001_forest_FALSE","Q801","Q801","(1) White, not Hispanic",164,117.199026539921,0.000190422087940901,0.822126652133227
"withheld_202001_forest_FALSE","Q801","Q801","(2) Black",21,13.4758799374103,-1.63313188353916e-05,0.398890634713009
"withheld_202001_forest_FALSE","Q801","Q801","(3) Latino or Hispanic",294,251.149819567798,-0.00024558150865907,0.0314780268869218
"withheld_202001_forest_FALSE","Q801","Q801","(5) Middle Eastern/Arab",12,8.7872642576695,0.00134309600002534,1
"withheld_202001_forest_FALSE","Q801","Q801","(9) Other: SPECIFY",14,10.5580295622347,0.000345042343183293,0.921086827078721
"withheld_202001_forest_FALSE","Q802","Q802","(1) White",14,11.7136014401913,-0.000190286897908686,0
"withheld_202001_forest_FALSE","Q802","Q802","(2) Black",11,6.9208972752095,0.000761953473778408,1
"withheld_202001_forest_FALSE","Q802","Q802","(3) Trigue",11,8.2523089945314,0.000786027868625651,1
"withheld_202001_forest_FALSE","Q802","Q802","(4) Mulato/Mestizo",10,7.1212661266326,-7.62569623825677e-05,0
"withheld_202001_forest_FALSE","Q802","Q802","Not observed / routed",464,371.295377820728,-2.70827615259901e-05,0.165433190483636
"withheld_202001_forest_FALSE","Q803","Q803","(1) White",344,266.119758293031,7.45990283749033e-06,0.400056787474261
"withheld_202001_forest_FALSE","Q803","Q803","(2) Black or African American",26,17.1829259097575,0.000361074492241109,0.796482562915168
"withheld_202001_forest_FALSE","Q803","Q803","(6) Some Other Race",122,103.535506889224,-0.000216377751042318,0.0689255448860033
"withheld_202001_forest_FALSE","Q803","Q803","(7) Did not complete 2020 Census",15,14.4937717914581,0.00180559498353816,1
"withheld_202001_forest_FALSE","Q804","Q804","(1) Grades 1-8",66,60.7084128111597,8.56036833385456e-05,0.702420403272638
"withheld_202001_forest_FALSE","Q804","Q804","(2) Some High School, but did not graduate",31,24.8359379768373,2.3291619744431e-05,0.668979694329651
"withheld_202001_forest_FALSE","Q804","Q804","(3) High School graduate or GED",155,132.705771908164,-7.1609699747657e-05,0.116261088038413
"withheld_202001_forest_FALSE","Q804","Q804","(4) Some college",74,57.0665739625692,0.000192068766526935,0.971774176703059
"withheld_202001_forest_FALSE","Q804","Q804","(5) Associates, 2-year degree",43,32.9492856264111,-8.76452685386187e-05,0.0509853221383963
"withheld_202001_forest_FALSE","Q804","Q804","(6) Bachelors, 4-year degree",82,52.4696402996774,-0.00020777277112614,0.0109565379804831
"withheld_202001_forest_FALSE","Q804","Q804","(7) Post-graduate degree",44,26.3574747443196,-1.64627966049786e-05,0.275889789313062
"withheld_202001_forest_FALSE","Q804","Q804","(8) Don't know",26,25.580836713314,-9.52917298043492e-06,0.488670400248157
"withheld_202001_forest_FALSE","Q805","Q805","(1) Grades 1-8",82,77.1287133544683,-0.000110798069739117,0.158934111297304
"withheld_202001_forest_FALSE","Q805","Q805","(2) Some High School, but did not graduate",46,35.5997370481489,-0.000440498491284245,0
"withheld_202001_forest_FALSE","Q805","Q805","(3) High School graduate or GED",167,132.137025117874,-4.08483247322275e-05,0.273450111254252
"withheld_202001_forest_FALSE","Q805","Q805","(4) Some college",51,36.787254393101,-2.61187056722397e-05,0.225907760415831
"withheld_202001_forest_FALSE","Q805","Q805","(5) Associates, 2-year degree",32,22.6234405636785,-0.000168807489230261,0.0487824402987913
"withheld_202001_forest_FALSE","Q805","Q805","(6) Bachelors, 4-year degree",47,29.3461450487371,0.000130281210676139,0.749061849570746
"withheld_202001_forest_FALSE","Q805","Q805","(7) Post-graduate degree",50,35.4051312208171,0.000993940209994157,0.978709766125843
"withheld_202001_forest_FALSE","Q805","Q805","(8) Don't know",46,43.6464872956274,-1.3031374469993e-05,0.328844800631988
